iter	Passed	Remaining
406	15560	55590
407	15624	55644
408	15657	55586
409	15678	55485
410	15717	55451
411	15747	55384
412	15779	55324
413	15823	55306
414	15857	55251
415	15890	55197
416	15943	55208
417	15965	55116
418	16026	55154
419	16070	55138
420	16099	55067
421	16135	55021
422	16167	54961
423	16188	54863
424	16216	54794
425	16238	54699
426	16262	54613
427	16302	54581
428	16325	54493
429	16347	54402
430	16374	54329
431	16398	54245
432	16438	54211
433	16458	54116
434	16485	54043
435	16508	53955
436	16534	53878
437	16553	53780
438	16580	53708
439	16605	53627
440	16632	53555
441	16658	53481
442	16679	53389
443	16706	53318
444	16726	53224
445	16750	53142
446	16772	53055
447	16798	52981
448	16824	52908
449	16842	52809
450	16871	52745
451	16897	52672
452	16921	52595
453	16943	52510
454	16966	52427
455	16998	52374
456	17016	52279
457	17047	52222
458	17067	52132
459	17092	52058
460	17110	51963
461	17135	51889
462	17159	51812
463	17183	51737
464	17204	51651
465	17231	51583
466	17250	51493
467	17278	51428
468	17297	51340
469	17325	51275
470	17344	51185
471	17368	51110
472	17387	51022
473	17412	50952
474	17439	50885
475	17460	50803
476	17483	50727
477	17503	50642
478	17529	50575
479	17552	50500
480	17579	50436
481	17598	50350
482	17624	50282
483	17643	50195
484	17665	50118
485	17686	50038
486	17711	49971
487	17733	49894
488	17757	49823
489	17786	49764
490	17810	49694
491	17830	49613
492	17856	49549
493	17878	49472
494	17905	49411
495	17930	49343
496	17947	49255
497	17970	49185
498	17991	49106
499	18017	49043
500	18045	48985
501	18067	48912
502	18095	48853
503	18114	48771
504	18141	48713
505	18160	48632
506	18188	48575
507	18215	48515
508	18240	48450
509	18268	48392
510	18289	48317
511	18316	48258
512	18334	48177
513	18359	48113
514	18380	48038
515	18404	47972
516	18427	47903
517	18453	47843
518	18475	47774
519	18500	47711
520	18522	47639
521	18546	47574
522	18565	47495
523	18592	47439
524	18614	47370
525	18648	47329
526	18668	47256
527	18690	47185
528	18713	47120
529	18735	47050
530	18762	46994
531	18781	46919
532	18806	46858
533	18825	46781
534	18850	46721
535	18876	46663
536	18901	46603
537	18929	46550
538	18948	46474
539	18977	46424
540	19001	46362
541	19025	46301
542	19050	46240
543	19075	46181
544	19101	46122
545	19124	46060
546	19150	46004
547	19173	45940
548	19192	45865
549	19219	45813
550	19241	45746
551	19265	45685
552	19286	45618
553	19312	45562
554	19342	45516
555	19361	45444
556	19388	45389
557	19417	45343
558	19441	45281
559	19466	45224
560	19488	45160
561	19516	45110
562	19537	45044
563	19562	44986
564	19586	44927
565	19611	44870
566	19649	44844
567	19667	44771
568	19690	44709
569	19706	44632
570	19729	44573
571	19756	44522
572	19785	44474
573	19805	44407
574	19835	44362
575	19854	44292
576	19883	44245
577	19908	44192
578	19930	44129
579	19956	44075
580	19976	44009
581	19997	43947
582	20017	43880
583	20043	43828
584	20067	43771
585	20087	43704
586	20106	43637
587	20128	43578
588	20149	43515
589	20174	43460
590	20193	43394
591	20217	43337
592	20232	43261
593	20260	43216
594	20282	43155
595	20303	43093
596	20325	43033
597	20349	42978
598	20370	42918
599	20398	42870
600	20421	42813
601	20453	42775
602	20475	42715
603	20499	42661
604	20524	42610
605	20541	42540
606	20563	42481
607	20583	42419
608	20605	42361
609	20629	42307
610	20647	42240
611	20670	42185
612	20689	42121
613	20712	42066
614	20731	42002
615	20761	41960
616	20779	41896
617	20797	41831
618	20819	41773
619	20839	41712
620	20862	41658
621	20885	41603
622	20908	41548
623	20926	41484
624	20950	41431
625	20966	41363
626	20989	41308
627	21006	41244
628	21033	41196
629	21051	41133
630	21074	41080
631	21099	41029
632	21126	40984
633	21142	40916
634	21166	40866
635	21184	40804
636	21209	40755
637	21230	40697
638	21263	40663
639	21281	40601
640	21301	40542
641	21320	40482
642	21346	40435
643	21369	40383
644	21389	40325
645	21409	40266
646	21433	40217
647	21454	40160
648	21481	40116
649	21499	40056
650	21522	40003
651	21540	39941
652	21567	39898
653	21594	39853
654	21614	39797
655	21650	39770
656	21678	39728
657	21698	39670
658	21723	39622
659	21750	39578
660	21775	39532
661	21801	39485
662	21830	39445
663	21857	39402
664	21880	39351
665	21897	39290
666	21923	39245
667	21945	39193
668	21974	39153
669	21996	39100
670	22026	39063
671	22042	39000
672	22073	38964
673	22093	38908
674	22123	38870
675	22143	38816
676	22162	38760
677	22190	38718
678	22211	38666
679	22235	38617
680	22256	38564
681	22277	38511
682	22304	38469
683	22325	38417
684	2684	22440	3685	2685	22462	3686	2686	22491	3687	2687	22513	3688	2688	22541	3689	2689	22566	3690	22500	38098
691	2691	22614	3692	2692	22635	3693	22571	37955
694	2694	22680	3695	2695	22710	3696	22647	37822
697	22671	37775
698	2698	22785	3699	2699	22808	3700	22744	37637
701	22765	37586
702	2702	22874	3703	22813	37493
704	22835	37443
705	22863	37404
706	22886	37356
707	22904	37300
708	22927	37253
709	22947	37200
710	22970	37153
711	22990	37101
712	23011	37050
713	23039	37011
714	23061	36963
715	23078	36906
716	23104	36864
717	23124	36813
718	23146	36763
719	23169	36717
720	23187	36663
721	23207	36610
722	23230	36564
723	23250	36513
724	23274	36468
725	23292	36414
726	23317	36370
727	23335	36318
728	23363	36279
729	23383	36228
730	23410	36188
731	23433	36142
732	23451	36089
733	23483	36056
734	23503	36006
735	23526	35961
736	23547	35911
737	23573	35871
738	23597	35826
739	23618	35779
740	23636	35726
741	23664	35688
742	23688	35643
743	23709	35595
744	23738	35560
745	23760	35512
746	23784	35469
747	23804	35419
748	23828	35377
749	23850	35330
750	23873	35286
751	23898	35243
752	23918	35194
753	23941	35150
754	23962	35102
755	23985	35058
756	2756	24099	3757	2757	24121	3758	2758	24148	3759	2759	24170	3760	2760	24196	3761	2761	24215	3762	2762	24241	3763	2763	24269	3764	2764	24287	3765	2765	24313	3766	2766	24335	3767	2767	24354	3768	2768	24377	3769	2769	24396	3770	2770	24420	3771	24355	34355
772	2772	24465	3773	24399	34267
774	2774	24508	3775	2775	24529	3776	2776	24555	3777	2777	24587	3778	2778	24609	3779	2779	24628	3780	2780	24657	3781	2781	24678	3782	2782	24704	3783	2783	24726	3784	2784	24753	3785	2785	24777	3786	2786	24801	3787	2787	24818	3788	2788	24844	3789	2789	24867	3790	2790	24892	3791	2791	24914	3792	2792	24941	3793	2793	24967	3794	2794	24985	3795	2795	25010	3796	2796	25037	3797	2797	25060	3798	2798	25092	3799	2799	25115	3800	2800	25144	33274
801	25168	3802	2802	25192	3803	2803	25212	3804	2804	25238	3805	2805	25260	3806	2806	25288	3807	2807	25315	3808	2808	25336	32946
809	25364	32910
810	25387	3811	2811	25417	32835
812	25437	32790
813	25464	32753
814	25487	32711
815	25509	3816	2816	25536	32631
817	25559	32589
818	25585	32552
819	25611	32514
820	25631	32468
821	25657	32431
822	25681	32390
823	25703	32347
824	25722	32300
825	25751	32266
826	25769	32220
827	25793	32179
828	25815	32137
829	25841	32099
830	25867	32061
831	25890	32021
832	25916	31983
833	25935	31937
834	25963	31902
835	25987	31863
836	26012	31824
837	26038	31787
838	26064	31749
839	26088	31710
840	26109	31667
841	26137	31632
842	26160	31591
843	26180	31546
844	26209	31513
845	26230	31470
846	26254	31430
847	26281	31395
848	26301	31351
849	26326	31312
850	26343	31265
851	26372	31232
852	26397	31193
853	26421	31155
854	26443	31113
855	26469	31076
856	26493	31037
857	26512	30993
858	26541	30959
859	26567	30922
860	26584	30876
861	26611	30841
862	26649	30818
863	26673	30779
864	26692	30735
865	26715	30694
866	26734	30651
867	26752	30604
868	26771	30561
869	26791	30517
870	26807	30470
871	26830	30430
872	26847	30383
873	26868	30342
874	26884	30294
875	26908	30256
876	26928	30213
877	26946	30169
878	26964	30123
879	26988	30086
880	27004	30039
881	27024	29996
882	27041	29951
883	27063	29910
884	27080	29864
885	27103	29825
886	27119	29779
887	27146	29744
888	27164	29700
889	27188	29662
890	27211	29623
891	27230	29580
892	27249	29537
893	27269	29496
894	27292	29457
895	27308	29411
896	27330	29372
897	27348	29327
898	27372	29291
899	27394	29251
900	27411	29206
901	27434	29167
902	27455	29127
903	27473	29083
904	27496	29046
905	27513	29001
906	27536	28963
907	27554	28920
908	27573	28877
909	27596	28839
910	27612	28794
911	27637	28758
912	27655	28715
913	27680	28679
914	27700	28638
915	27717	28595
916	27741	28558
917	27765	28521
918	27784	28479
919	27807	28442
920	27829	28403
921	27850	28363
922	27873	28326
923	27890	28282
924	27915	28247
925	27934	28205
926	27953	28165
927	27975	28126
928	27993	28084
929	28017	28047
930	28037	28007
931	28054	27964
932	28076	27926
933	28092	27882
934	28114	27843
935	28129	27799
936	28149	27758
937	28172	27721
938	28193	27682
939	28215	27645
940	28231	27601
941	28252	27562
942945	27730	268943	28293	27484
944947	27773	267945948	27794	267946949	27810	266947950	27834	266948951	27852	265949952	27870	265950953	27891	265951954	27909	264952955	27934	264953956	27955	264954957	27973	263955958	27996	263956959	28013	262957960	28033	262958961	28050	262959962	28071	261960	28638	26820
96964	28190	261796965	28213	261396966	28244	261196967	28262	260796968	28289	26041
969	28308	26003
970	28328	25965
971	28350	25929
972	28366	258897973	28388	25853
974	28405	258197975	28429	25779
976	28451	25743
977	28473	25707
978	28491	25668
979	28517	25636
980	28539	25601
981	28562	25566
982	28584	25531
983	28605	25495
984	28625	25457
985	28642	254198986	28665	253898987	28681	253498988	28705	253098989	28724	252798990	28746	252398991	28767	252098992	28789	25165
993	28808	251299994	28832	250999995	28849	250599996	28868	250199997	28892	249899998	28911	24946
999	28931	2491991000	28948	2489981001	28975	24840
1002	28995	24803
1003	29021	24772
1004	29041	24735
1005	29066	24703
1006	29084	24665
1007	29104	24629
1008	29123	24592
1009	29145	24557
1010	29161	24517
1011	29184	24483
1012	29207	24449
1013	29229	24415
1014	29247	24377
1015	29267	24341
1016	29290	24307
1017	29306	24268
1018	29340	24244
1019	29361	24209
1020	29382	24173
1021	29411	24145
1022	29430	24108
1023	29455	24076
1024	29478	24042
1025	29499	24007
1026	29518	23970
1027	29538	23935
1028	29555	23896
1029	29578	23863
1030	29594	23825
1031	29615	23789
1032	29635	23754
1033	29658	23720
1034	29677	23684
1035	29699	23650
1036	29716	23612
1037	29741	23580
1038	29759	23543
1039	29777	23507
1040	29798	23472
1041	29817	23436
1042	29838	23401
1043	29860	23367
1044	29879	23331
1045	29901	23297
1046	29920	23261
1047	29940	23226
1048	29960	23191
1049	29982	23157
1050	30001	23121
1051	30023	23088
1052	30045	23055
1053	30064	23019
1054	30087	22985
1055	30104	22949
1056	30127	22916
1057	30145	22879
1058	30164	22844
1059	30185	22809
1060	30209	22778
1061	30229	22743
1062	30247	21060	1063	30269	22673
1064	30287	22637
1065	30311	22605
1066	30327	21064	1067	30352	21065	1068	30372	22502
1069	30391	22467
1070	30413	22433
1071	30430	22396
1072	30454	22365
1073	30473	22330
1074	30496	21072	1075	30513	21073	1076	30535	21074	1077	30560	22197
1078	30576	21076	1079	30599	21077	1080	30615	21078	1081	30639	21079	1082	30656	22022
1083	30680	21991
1084	30697	21955
1085	30721	21924
11086	30668	2183711087	30689	218031088	30779	21819
11089	30732	217381090	30821	21753
11091	30768	1089	11092	30787	2163311093	30809	1091	11094	30826	1092	11095	30850	1093	11096	30870	1094	11097	30890	1095	11098	30916	2143611099	30934	2140011100	30963	2137311101	30984	2134011102	31001	2130511103	31025	2127411104	31044	2123911105	31068	2120811106	31089	2117611107	31109	2114111108	31131	2110911109	31152	2107611110	31172	2104311111	31193	2101011112	31213	2097711113	31230	1111	1114	31325	20958
11115	31270	1113	11116	31296	2084511117	31313	2081011118	31334	1116	11119	31353	1117	11120	31373	1118	11121	31394	1119	11122	31414	1120	11123	31435	1121	1124	31529	21122	1125	31550	21123	1126	31574	21124	1127	31592	21125	11128	31547	204531129	31647	20472
1130	31668	20440
1131	31691	20408
1132	31709	20374
1133	31732	20343
1134	31748	20307
1135	31771	20276
1136	31791	20243
1137	31812	20211
1138	31830	20177
1139	31854	20146
1140	31877	20115
1141	31898	20083
1142	31916	20049
1143	31939	20017
1144	31961	19986
1145	31994	19961
1146	32012	19927
1147	32036	19897
1148	32056	19864
1149	32076	19831
1150	32097	19799
1151	32118	19767
1152	32137	19733
1153	32155	19700
1154	32177	19668
1155	32198	19636
1156	32214	19601
1157	32237	19570
1158	32258	19538
1159	32279	19506
1160	32297	19473
1161	32317	19440
1162	32337	19408
1163	32359	19376
1164	32378	19343
1165	32400	19312
1166	32418	19278
1167	32435	19244
1168	32459	19214
1169	32480	19183
1170	32501	19151
1171	32523	19120
1172	32541	19086
1173	32565	19056
1174	32581	19022
1175	32603	18991
1176	32626	18960
1177	32649	18930
1178	32668	18897
1179	32683	18862
1180	32703	18830
1181	32720	18796
1182	32740	18764
1183	32757	18730
1184	32775	11182	1185	32797	18666
1186	32815	11184	1187	32831	11185	1188	32852	18567
1189	32870	18534
1190	32888	18501
1191	32908	11189	1192	32926	11190	1193	32943	18402
1194	32965	18372
1195	32981	18338
1196	32998	18305
1197	33019	18273
1198	33035	18239
1199	33051	18206
1200	33064	18170
1201	33080	18136
1202	33094	11200	1203	33114	11201	1204	33128	11202	1205	33145	11203	1206	33158	11204	1207	33173	11205	1208	33188	11206	33668	18242
1207	1210	33216	11208	1211	33234	11209	1212	33246	11210	33729	18104
1211	33746	18070
1212	33761	18035
1213	33781	18003
1214	33798	17970
1215	33822	17940
1216	33837	17905
1217	33854	17872
1218	33875	17841
1219	33896	17809
1220	33920	17779
1221	33937	17746
1222	33958	17715
1223	33981	17684
1224	34002	17653
1225	34019	17620
1226	34035	17586
1227	34057	17555
1228	34078	17524
1229	34095	17491
1230	34114	17459
1231	34133	17427
1232	34155	17396
1233	34177	17365
1234	34198	17334
1235	34221	17304
1236	34236	17270
1237	34258	17239
1238	34277	17208
1239	34297	17176
1240	34318	17145
1241	34338	17113
1242	34361	17084
1243	34381	17052
1244	34398	17019
1245	34421	16989
1246	34444	16959
1247	34462	16927
1248	34483	16896
1249	34498	16862
1250	34518	16831
1251	34536	16799
1252	34557	16768
1253	34579	16738
1254	34598	16706
1255	34620	16676
1256	34644	16646
1257	34660	16613
1258	34687	16586
1259	34705	16554
1260	34728	16524
1261	34748	16492
1262	34767	16461
1263	34786	16430
1264	34804	16398
1265	34824	16366
1266	34846	16336
1267	34867	16306
1268	34884	16273
1269	34907	16244
1270	34925	16212
1271	34940	16178
1272	34961	16148
1273	34981	16117
1274	35004	16088
1275	35025	16058
1276	35042	16025
1277	35065	15996
1278	35082	15964
1279	35102	15933
1280	35119	15900
1281	35139	15870
1282	35155	15837
1283	35177	15808
1284	35194	15776
1285	35214	15745
1286	35232	15713
1287	35255	15684
1288	35272	15652
1289	35296	15623
1290	35313	15591
1291	35334	15561
1292	35353	15530
1293	35371	15499
1294	35392	15468
1295	35414	15439
1296	35433	15408
1297	35455	15378
1298	35467	15344
1299	35486	15313
1300	35503	15282
1301	35519	15250
1302	35533	15216
1303	35549	15184
1304	35558	15149
1305	35573	15117
1306	35588	15084
1307	35601	15051
1308	35616	15019
1309	35631	14986
1310	35647	14955
1311	35662	14922
1312	35672	14888
1313	35695	14859
1314	35710	14827
1315	35721	14793
1316	35752	14767
1317	35765	14735
1318	35774	14700
1319	35786	14667
1320	35796	14633
1321	35808	14599
1322	35820	14566
1323	35831	14532
1324	35844	14500
1325	35856	14466
1326	35868	14433
1327	35880	14400
1328	35894	14368
1329	35904	14334
1330	35916	14301
1331	35930	14269
1332	35954	14241
1333	35963	14207
1334	35975	14174
1335	35984	14140
1336	35994	14107
1337	36005	14073
1338	36017	14041
1339	36028	14007
1340	36039	13975
1341	36048	13941
1342	36057	13907
1343	36065	13873
1344	36077	13840
1345	36088	13807
1346	36101	13775
1347	36112	13743
1348	36124	13710
1349	36132	13676
1350	36140	13643
1351	36150	13609
1352	36158	13576
1353	36169	13543
1354	36178	13510
1355	36189	13477
1356	36198	13444
1357	36209	13411
1358	36216	13377
1359	36225	13344
1360	36233	13311
1361	36244	13279
1362	36254	13246
1363	36264	13213
1364	36275	13181
1365	36285	13148
1366	36295	13116
1367	36302	13082
1368	36311	13049
1369	36322	13017
1370	36331	12984
1371	36343	12953
1372	36351	12920
1373	36362	12888
1374	36372	12855
1375	36381	12823
1376	36388	12790
1377	36398	12757
1378	36408	12725
1379	36420	12694
1380	36430	12662
1381	36441	12630
1382	36449	12597
1383	36459	12565
1384	36472	12535
1385	36481	12502
1386	36494	12471
1387	36504	12439
1388	36514	12408
1389	36524	12376
1390	36532	12343
1391	36543	12312
1392	1395	36086	11393	1396	36101	11394	1397	36115	11961
1398	36127	11930
1399	36141	11900
1400	36156	11871
1401	36171	11842
1402	36184	11812
1403	36197	11782
1404	36213	11753
1405	36223	11722
1406	36235	11692
1407	36248	11662
1408	36261	11632
1409	36275	11603
1410	36288	11573
1411	36301	11543
1412	36312	11513
1413	36326	11483
1414	36340	11454
1415	36353	11424
1416	36368	11395
1417	36383	11366
1418	36398	11337
1419	36410	11307
1420	36426	11279
1421	36441	11250
1422	36453	11220
1423	36465	11190
1424	36477	11160
1425	36489	11131
1426	36500	11101
1427	36512	11071
1428	36521	11040
1429	36532	11010
1430	36543	10980
1431	36554	10951
1432	36566	10921
1433	36578	10891
1434	36589	10861
1435	36598	10831
1436	36608	10801
1437	36618	10771
1438	36630	10742
1439	36641	10712
1440	36654	10683
1441	36664	10653
1442	36674	10623
1443	36682	10593
1444	36693	10563
1445	36704	10534
1446	36716	10504
1447	36726	10475
1448	36737	10445
1449	36751	10417
1450	36761	10387
1451	36772	10358
1452	36782	10328
1453	36795	10299
1454	36804	10269
1455	36818	10241
1456	36830	10212
1457	36844	10183
1458	36858	10155
1459	36870	10126
1460	36881	10097
1461	36891	10068
1462	36900	10038
1463	36910	10009
1464	36922	9980
1465	36933	9951
1466	36946	9922
1467	36958	9894
1468	36970	9865
1469	36981	9836
1470	36993	9807
1471	37007	9779
1472	37022	9751
1473	37032	9722
1474	37045	9694
1475	37059	9666
1476	37074	9638
1477	37088	9610
1478	37098	9581
1479	37109	9553
1480	37122	9525
1481	37132	9496
1482	37145	9467
1483	37154	9438
1484	37166	9410
1485	37178	9382
1486	37190	9354
1487	37199	9324
1488	37218	9298
1489	37230	9270
1490	37244	9242
1491	37257	9214
1492	37266	9185
1493	37280	9157
1494	37291	9129
1495	37305	9101
1496	37316	9073
1497	37328	9045
1498	37340	9017
1499	37350	8988
1500	37360	8960
1501	37370	8932
1502	37387	8905
1503	37396	8876
1504	37408	8848
1505	37421	8821
1506	37431	8792
1507	37446	8765
1508	37458	8737
1509	37466	8709
1510	37478	8681
1511	37488	8653
1512	37498	8624
1513	37509	8597
1514	37517	8568
1515	37531	8541
1516	37542	8513
1517	37555	8485
1518	37565	8457
1519	37575	8429
1520	37586	8402
1521	37594	8373
1522	37606	8345
1523	37619	8318
1524	37631	8291
1525	37643	8263
1526	37656	8236
1527	37667	8208
1528	37678	8181
1529	37694	8154
1530	37703	8126
1531	37715	8099
1532	37726	8072
1533	37737	8044
1534	37749	8017
1535	37760	7989
1536	37773	7962
1537	37783	7934
1538	37792	7907
1539	37804	7879
1540	37814	7852
1541	37827	7825
1542	37843	7799
1543	37852	7771
1544	37865	7744
1545	37876	7717
1546	37890	7690
1547	37900	7663
1548	37915	7636
1549	37923	7609
1550	37934	7581
1551	37944	7554
1552	37954	7527
1553	37964	7499
1554	37975	7472
1555	37987	7446
1556	37999	7419
1557	38012	7392
1558	38020	7365
1559	38034	7338
1560	38047	7312
1561	38055	7284
1562	38067	7257
1563	38081	7231
1564	38093	7204
1565	38104	7178
1566	38117	7151
1567	38129	7124
1568	38140	7098
1569	38153	7071
1570	38166	7045
1571	38176	7018
1572	38190	6992
1573	38200	6965
1574	38213	6939
1575	38225	6912
1576	38238	6886
1577	38248	6859
1578	38260	6833
1579	38271	6806
1580	38284	6780
1581	38294	6753
1582	38305	6727
1583	38317	6700
1584	38328	615821585	38342	615831586	38353	615841587	38365	615851588	38374	615861589	38387	615871590	38399	615881591	38410	615891592	38423	615901593	38436	615911594	38448	61592	38843	6534
1593	38858	6508
1594	38868	6482
15951598	38496	61596	38892	6429
1597	38904	6402
1598	38915	6376
1599	38929	6350
1600	38942	6324
1601	38956	6298
1602	38967	6271
1603	38979	6245
16041607	38612	616051608	38624	61606	39021	6167
1607	39033	6141
1608	39046	6115
1609	39060	6089
1610	39072	6063
1611	39084	6037
1612	39096	6011
1613	39109	5985
1614	39122	5959
1615	39136	5933
1616	39151	5907
1617	39163	5881
1618	39177	5856
1619	39189	5830
1620	39206	5804
1621	39221	5779
1622	39239	5754
1623	39255	5728
1624	39271	5703
1625	39288	5678
1626	39305	5653
1627	39320	5627
1628	39339	5602
1629	39353	5577
1630	39370	5552
1631	39387	5526
1632	39403	5501
1633	39417	5475
1634	39437	5451
1635	39450	5425
1636	39467	5400
1637	39483	5375
1638	39501	5350
1639	39517	5325
1640	39530	5299
1641	39540	5273
1642	39555	5248
1643	39565	5222
1644	39581	5197
1645	39590	5171
1646	39604	5145
1647	39617	5120
1648	39632	5095
1649	39642	5069
1650	39656	5044
1651	39672	5019
1652	39682	4993
1653	39696	4968
1654	39711	4942
1655	39723	4917
1656	39733	4891
1657	39750	4866
1658	39762	4841
1659	39776	4816
1660	39787	4790
1661	39800	4765
1662	39814	4740
1663	39828	4715
1664	39839	4689
1665	39852	4664
1666	39866	4639
1667	39879	4614
