iter	RMSE
431	0.07879303712
432	0.07867561689
433	0.07853567286
434	0.07839023418
435	0.07830297642
436	0.07813585053
437	0.07791045673
438	0.0777481052
439	0.07762910971
440	0.07753175641
441	0.07742248082
442	0.07730019639
443	0.07711456938
444	0.07700309722
445	0.07687603342
446	0.07673657045
447	0.07663672003
448	0.07653624038
449	0.0764445516
450	0.07633545309
451	0.07619869218
452	0.076073613
453	0.0759358006
454	0.07575928389
455	0.07562823404
456	0.07548788913
457	0.07531775292
458	0.07515632061
459	0.07498594861
460	0.07489436653
461	0.07474532883
462	0.07463468794
463	0.07447520496
464	0.07430514837
465	0.07419422886
466	0.0741070589
467	0.07393464248
468	0.07377984408
469	0.07368308817
470	0.07356695349
471	0.0734328714
472	0.07327577252
473	0.07317247188
474	0.07306923715
475	0.07292762687
476	0.07280358987
477	0.07266987411
478	0.07258980056
479	0.07245585809
480	0.07234302267
481	0.0722097223
482	0.07206984484
483	0.07189848458
484	0.07176467172
485	0.07167811245
486	0.07149651857
487	0.07136992723
488	0.07127767074
489	0.07120578601
490	0.07109727194
491	0.07096502304
492	0.07086444749
493	0.07076318325
494	0.07065064502
495	0.07054010231
496	0.07041766106
497	0.07031722147
498	0.07022232791
499	0.07004596671
500	0.06995529691
501	0.06985812919
502	0.06972386575
503	0.06958704921
504	0.06942869071
505	0.0693255588
506	0.06922010005
507	0.06912088819
508	0.06902673475
509	0.06896082738
510	0.06885201567
511	0.06877061254
512	0.06866972938
513	0.06852045632
514	0.0684099577
515	0.06831803845
516	0.0682568423
517	0.06816277116
518	0.06808580176
519	0.06802212132
520	0.06794123207
521	0.06786274366
522	0.06778745004
523	0.06769833982
524	0.06762645635
525	0.06753302613
526	0.06742389202
527	0.06736177187
528	0.06724274696
529	0.06717402035
530	0.06707955211
531	0.06698630439
532	0.06688546314
533	0.06680202264
534	0.06669931982
535	0.06658963111
536	0.06651170012
537	0.06636550187
538	0.06627124337
539	0.06617149527
540	0.06606473456
541	0.06601291808
542	0.06595506648
543	0.06585506337
544	0.06574968318
545	0.0656774667
546	0.06561781147
547	0.06551018826
548	0.06536427351
549	0.06526856
550	0.06515242953
551	0.065065397
552	0.06494406241
553	0.06488304721
554	0.0648319298
555	0.06473204893
556	0.06462201333
557	0.06450299719
558	0.06438899
559	0.06429218011
560	0.06416005991
561	0.06407326498
562	0.06397218447
563	0.0638515775
564	0.06374113472
565	0.06363057484
566	0.06357943704
567	0.06347664302
568	0.06336749313
569	0.0633006902
570	0.06318188776
571	0.06305605864
572	0.06297563559
573	0.06288141188
574	0.06277908677
575	0.06269563377
576	0.06258700522
577	0.06247197969
578	0.0623828922
579	0.06227556974
580	0.06218064701
581	0.0620784382
582	0.06199206955
583	0.06190117021
584	0.06181478307
585	0.06173147224
586	0.06162471769
587	0.06152356774
588	0.06143097257
589	0.06139821708
590	0.06132024672
591	0.06122929876
592	0.06114524896
593	0.06107351786
594	0.06101059354
595	0.06093417212
596	0.06086763785
597	0.06074255971
598	0.06063882071
599	0.0605523033
600	0.06047983755
601	0.06041357773
602	0.0603421019
603	0.0602552841
604	0.06017620063
605	0.06009985679
606	0.06000704906
607	0.05992105492
608	0.05985174719
609	0.05977102077
610	0.05969477981
611	0.05959094152
612	0.05951081463
613	0.05941876274
614	0.05935811906
615	0.05927967411
616	0.05919994963
617	0.05911711474
618	0.05900611224
619	0.05891839491
620	0.05884814829
621	0.05879167945
622	0.05870179275
623	0.05862851464
624	0.0585580458
625	0.0584731583
626	0.05840457829
627	0.05833287701
628	0.05827088853
629	0.05821952397
630	0.05812822669
631	0.05804361058
632	0.05793275368
633	0.05787001807
634	0.05777642893
635	0.05768263219
636	0.05759808468
637	0.05754008026
638	0.05747340737
639	0.057407936
640	0.05736733716
641	0.05729430062
642	0.05723540808
643	0.05717630807
644	0.0571121225
645	0.05701942771
646	0.05694715374
647	0.05686990653
648	0.05679173507
649	0.05672615291
650	0.05664264227
651	0.05656255221
652	0.05650558002
653	0.05644955416
654	0.05636994168
655	0.0563001406
656	0.05623334139
657	0.05615558176
658	0.05607272035
659	0.05600026979
660	0.05594744469
661	0.05588615986
662	0.05579852117
663	0.0557160451
664	0.0556441171
665	0.05556936607
666	0.05551681008
667	0.05546076134
668	0.05534237342
669	0.0553095072
670	0.05526594148
671	0.05521736353
672	0.05514116502
673	0.05506565417
674	0.05500335501
675	0.05492715416
676	0.05484877302
677	0.05477024672
678	0.05469512078
679	0.05459277686
680	0.05452660086
681	0.05447652994
682	0.05439842084
683	0.05432231926
684	0.054242773536685	0.054163019776686	0.05409277
687	0.05402345375
688	0.0539643703
689	0.05391182263
690	0.05383044191
691	0.05377799987
692	0.05372941016
693	0.05367766725
694	0.05361074227
695	0.05352256612
696	0.05343272011
697	0.05335639557
698	0.05329071955
699	0.053220271526700	0.05316621207
701	0.05309760576
702	0.053014126270703	0.05295067118
704	0.05286964727
705	0.05282108469
706	0.05278493934
707	0.05275012805
708	0.05267086046
709	0.05258598605
710	0.05247771218
711	0.05242097783
712	0.05234423837
713	0.05226959968
714	0.05220258566
715	0.05215609613
716	0.05209442893
717	0.05201459235
718	0.0519674636
719	0.05189615288
720	0.05184165055
721	0.05179735955
722	0.05173742028
723	0.05168027129
724	0.05161591335
725	0.05157330214
726	0.05150036474
727	0.05142985348
728	0.05136240926
729	0.0512947149
730	0.05121947362
731	0.05116493393
732	0.05111103865
733	0.05105099506
734	0.0510039076
735	0.05092871344
736	0.05085319549
737	0.05080641866
738	0.05072962278
739	0.0506571575
740	0.05062109733
741	0.05056820931
742	0.05052859866
743	0.05047217424
744	0.05039109133
745	0.05035006342
746	0.05029525324
747	0.05023249244
748	0.05018155034
749	0.05012333485
750	0.05004003641
751	0.04996461272
752	0.04991757092
753	0.04986688009
754	0.04983120698
755	0.04977929765
756	0.049720756	0.757	0.049675757	0.758	0.049644758	0.759	0.049589759	0.760	0.049529760	0.761	0.049505761	0.762	0.049443762	0.763	0.049369763	0.764	0.049303764	0.765	0.049245765	0.766	0.049190766	0.767	0.049132767	0.768	0.049060768	0.769	0.049001769	0.770	0.048931770	0.771	0.04888315922
772	0.048822772	0.773	0.04878107713
774	0.048720774	0.775	0.048626775	0.776	0.048562776	0.777	0.048505777	0778	0.0484566778	0779	0.0483776779780	0.048342055780781	0.048265519781782	0.048194501782783	0.048136042783784	0.048097077784785	0.048059575785786	0.048018012786787	0.047955296787788	0.047889256788789	0.047851834789790	0.0478163487791	0.047736486187792	0.047668672479793	0.047635239579794	0.047571276079795	0.047534408795796	0.047489334796797	0.047446857797798	0.047402123798799	0.047363432799800	0.047316800	0.04699333734
801	0802	0.0471847802	803	0.04712129803	804	0.04708368804	805	0.04703482805	806	0.04698330806	807	0.04694425807	808	0.04688574808	0.04656551892
809	0.04654405865
810	811	0.04669801811	0.04642321181
812	0.04638418226
813	0.04631396223
814	0.04626814944
815	816	0.04643997816	0.04616948617
817	0.04610562221
818	0.04606954716
819	0.0460230369
820	0.04599481573
821	0.04594416443
822	0.04590018148
823	0.04584045457
824	0.04580613254
825	0.0457429359
826	0.04569312815
827	0.04564488845
828	0.04560389543
829	0.04557630128
830	0.04554283
831	0.045487426
832	0.04546042928
833	0.04541875906
834	0.04539258446
835	0.04535522507
836	0.04530476027
837	0.04524945773
838	0.04520344916
839	0.04514297701
840	0.04509455991
841	0.04503544092
842	0.04498165949
843	0.04494059814
844	0.04489824405
845	0.04485597648
846	0.04482112351
847	0.04478498339
848	0.04476234993
849	0.04470539947
850	0.04467445813
851	0.0446203163
852	0.04456986672
853	0.04450360237
854	0.0444650865
855	0.04442775146
856	0.04440388845
857	0.0443616167
858	0.04431195132
859	0.0442616691
860	0.04424494327
861	0.04418292469
862	0.04414061391
863	0.04408802017
864	0.04403874611
865	0.04396772276
866	0.04394666412
867	0.04391890753
868	0.04386971159
869	0.04383685555
870	0.04377769868
871	0.04373407423
872	0.04369629917
873	0.04365246835
874	0.04360117385
875	0.04356601116
876	0.04353293559
877	0.04350340694
878	0.04346058497
879	0.04341667057
880	0.04338578072
881	0.04335944202
882	0.043316294
883	0.04327446035
884	0.04323697099
885	0.04319286876
886	0.04316412979
887	0.04312306828
888	0.04307241436
889	0.04302714383
890	0.04300707753
891	0.04297741447
892	0.04294153288
893	0.04287852835
894	0.04284580524
895	0.04279894423
896	0.04275415946
897	0.04272095997
898	0.04267642623
899	0.04263869144
900	0.04258250943
901	0.04253311909
902	0.04249349894
903	0.04245730083
904	0.04241788805
905	0.04237818651
906	0.04231979044
907	0.04228547938
908	0.04226384718
909	0.04221184716
910	0.0421849833
911	0.04213749821
912	0.04209655311
913	0.04205759458
914	0.04201985939
915	0.04200423452
916	0.04197485751
917	0.04191965495
918	0.0418709565
919	0.04183289525
920	0.04179138283
921	0.04174519025
922	0.04170999439
923	0.04167612461
924	0.04162702271
925	0.04158174903
926	0.04153724854
927	0.04150373388
928	0.04146983186
929	0.04142974196
930	0.04138314089
931	0.04133746237
932	0.041287541
933	0.04125164909
934	0.04122528854
935	0.04116530882
936	0.0411168125
937	0.04108213737
938	0.04100877872
939	0.04096483812
940	0.04092422055
941	0.04087060796
942	0.04084664068
943	0.04080109241
944	0.04076952308
945	0.04071874421
946	0.04068442006
947	0.04064163678
948	0.04059935584
949	0.04056307376
950	0.0405308247
951	0.0404832876
952	0.04044141742
953	0.04038902582
954	0.04031473116
955	0.0402748008
956	0.04022882831
957	0.04019038085
958	0.04015755796
959	0.04011233656
960	0.04006626037
961	0.04004080059
962	0.04001432147
963	0.03997350408
964	0.039934544
965	0.03988921865
966	0.03985406081
967	0.0398109716
968	0.03977986707
969	0.03974829088
970	0.03971676919
971	0.03969259747
972	0.03964778693
973	0.03960848262
974	0.03957260062
975	0.03954868464
976	0.03949221223
977	0.03945667588
978	0.03942983902
979	0.03939244936
980	0.03936458635
981	0.03932629175
982	0.03927305462
983	0.03923549673
984	0.03920528217
985	0.0391672319
986	0.03914517752
987	0.03910272513
988	0.03906458398
989	0.03903771032
990	0.03898023687
991	0.03892361749
992	0.03887528092
993	0.03883045234
994	0.038800722
995	0.03876153603
996	0.03873089707
997	0.03869488699
998	0.038678198
999	0.03865470819
1000	0.03859701934
1001	0.03855095124
1002	0.03850692851
1003	0.03847534022
1004	0.03844457485
1005	0.03840371907
1006	0.03837629926
1007	0.03833565375
1008	0.03828730104
1009	0.03824469512
1010	0.03820730234
1011	0.03817038309
1012	0.03811760427
1013	0.03808977922
1014	0.03805834512
1015	0.03802629026
1016	0.03798914253
1017	0.03798087591
1018	0.03794239559
1019	0.03789830677
1020	0.03783235611
1021	0.03778813614
1022	0.03775637598
1023	0.03771915782
1024	0.03767049834
1025	0.03762252651
1026	0.0375851607
1027	0.03754518689
1028	0.03749753027
1029	0.03748286007
1030	0.03745515627
1031	0.03741084712
1032	0.03738584626
1033	0.03734839153
1034	0.03732611446
1035	0.03728545366
1036	0.03725029184
1037	0.03721239313
1038	0.03715048548
1039	0.03712909387
1040	0.03709818403
1041	0.03706542257
1042	0.03704386896
1043	0.03700903294
1044	0.03695907479
1045	0.03692409821
1046	0.03687227869
1047	0.03682975797
1048	0.036786236
1049	0.03674744277
1050	0.03672515241
1051	0.03670000076
1052	0.03667264889
1053	0.03665222632
1054	0.03661679964
1055	0.0365830587
1056	0.03654070601
1057	0.03649891068
1058	0.03647898256
1059	0.0364592007
1060	0.03640432862
1061	0.0363788124
1062	0.03635066297
1063	0.03629508148
1064	0.03625840975
1065	0.03621828459
1066	0.03618686774
1067	0.03616056445
1068	0.03612111824
1069	0.03608903323
1070	0.03602397616
1071	0.03599132503
1072	0.03596333252
1073	0.03592048673
1074	0.0358805038
1075	0.03583320872
1076	0.03579875686
1077	0.03574573544
1078	0.03571316429
1079	0.03567128884
1080	0.03562919564
1081	0.03561124664
1082	0.03557774286
1083	0.03554198118
1084	0.03550966747
1085	0.03546370544
1086	0.03543829036
1087	0.03539235821
1088	0.03536201943
1089	0.0353248076
1090	0.03527010466
1091	0.03524697768
1092	0.03521931825
1093	0.03519783022
1094	0.03517336624
1095	0.03513684442
1096	0.03511271232
1097	0.03507152383
1098	0.03504015139
1099	0.03501189723
1100	0.03496726259
1101	0.03492490322
1102	0.03487939578
1103	0.0348402499
1104	0.0348211962
1105	0.03478669088
1106	0.03475379739
1107	0.03470683644
1108	0.0346826595
1109	0.0346397406
1110	0.03460027103
1111	0.03458571965
1112	0.03455555645
1113	0.03451654033
1114	0.03446720261
1115	0.03443692093
1116	0.03440576604
1117	0.03436615577
1118	0.03434369358
1119	0.0343075419
1120	0.0342784265
1121	0.03424087904
1122	0.03420708534
1123	0.03416327005
1124	0.03413877991
1125	0.03411263356
1126	0.03408133822
1127	0.03403871831
1128	0.03400042303
1129	0.03397191726
1130	0.03394523103
1131	0.03392766976
1132	0.03390309105
1133	0.0338577589
1134	0.03381619581
1135	0.03378535728
1136	0.03376976567
1137	0.03373524666
1138	0.03370746589
1139	0.03368052691
1140	0.03364768964
1141	0.03361728889
1142	0.03358061365
1143	0.03354600777
1144	0.03351852945
1145	0.03349402278
1146	0.03347022919
1147	0.03344482984
1148	0.03342212101
1149	0.03336979561
1150	0.03334497713
1151	0.03329675553
1152	0.03325772942
1153	0.03323474532
1154	0.03320181198
1155	0.03317774835
1156	0.03314869456
1157	0.03312678336
1158	0.03310904881
1159	0.0330893235
1160	0.03305736423
1161	0.03301411692
1162	0.033002853
1163	0.03298526814
1164	0.03297007337
1165	0.0329348464
1166	0.03289795778
1167	0.03288345683
1168	0.03285469544
1169	0.0328175253
1170	0.03278859723
1171	0.03276023724
1172	0.03272817225
1173	0.03270670304
1174	0.03267029129
1175	0.03264711494
1176	0.03263212582
1177	0.03259715896
1178	0.03258317616
1179	0.0325494521
1180	0.0325241099
1181	0.03250164718
1182	0.03247905783
1183	0.03244738244
1184	0.03242198168
1185	0.03238735827
1186	0.03235953037
1187	0.0323201742
1188	0.03228789589
1189	0.03226245369
1190	0.03223322122
1191	0.03216721263
1192	0.0321297652
1193	0.03209016362
1194	0.03206568559
1195	0.03204330495
1196	0.03201750213
1197	0.0319895614
1198	0.03195296111
1199	0.03190551235
1200	0.03187512468
1201	0.031849281
1202	0.03184045459
1203	0.03180215663
1204	0.03177196278
1205	0.03174349193
1206	0.03168992591
1207	0.03166199227
1208	0.03163431745
1209	0.03158495453
1210	0.03155656239
1211	0.03152210987
1212	0.03148591881
1213	0.03146874846
1214	0.03143660451
1215	0.03140966705
1216	0.0313790022
1217	0.03134947997
1218	0.03133013753
1219	0.03128974871
1220	0.03124819283
1221	0.03121603515
1222	0.03117984116
1223	0.03113492876
1224	0.03110948148
1225	0.03106265915
1226	0.03103033963
1227	0.03100202242
1228	0.03098113997
1229	0.03094156634
1230	0.03090603663
1231	0.03087688787
1232	0.03085144616
1233	0.0308082672
1234	0.03078411945
1235	0.03076293372
1236	0.03074006308
1237	0.03071991324
1238	0.0306924066
1239	0.03065953728
1240	0.03064235664
1241	0.03062141966
1242	0.03058244041
1243	0.03055708448
1244	0.03051936391
1245	0.03049215178
1246	0.03046189734
1247	0.03044079978
1248	0.0304072905
1249	0.03038580891
1250	0.03034629444
1251	0.03030930446
1252	0.03028798116
1253	0.03026894398
1254	0.03022843659
1255	0.03018908273
1256	0.03015781382
1257	0.03012437996
1258	0.03009323212
1259	0.03007242606
1260	0.03004668984
1261	0.0300167562
1262	0.02998144831
1263	0.02994222722
1264	0.02990982661
1265	0.02988231842
1266	0.0298379
1267	0.02980661634
1268	0.02978860589
1269	0.02976240035
1270	0.02974494782
1271	0.02970639159
1272	0.02967476778
1273	0.02965089043
1274	0.0296345189
1275	0.0296193789
1276	0.02958284177
1277	0.02955872215
1278	0.02953253008
1279	0.02950878708
1280	0.02948412513
1281	0.02946528692
1282	0.029444621
1283	0.0294283342
1284	0.02940849562
1285	0.02937780702
1286	0.02932819454
1287	0.029302876
1288	0.02928349457
1289	0.02925983616
1290	0.02923178172
1291	0.02921571999
1292	0.02917895358
1293	0.0291629943
1294	0.02912399089
1295	0.02909978914
1296	0.02907387078
1297	0.02903230071
1298	0.02901305679
1299	0.02899109157
1300	0.02897013567
1301	0.02893588413
1302	0.0289132066
1303	0.02888242257
1304	0.02885495739
1305	0.02883458157
1306	0.02878393981
1307	0.02876153745
1308	0.02874872805
1309	0.0287166762
1310	0.02869103533
1311	0.02866703857
1312	0.02862385678
1313	0.02859603313
1314	0.0285726266
1315	0.0285508469
1316	0.02853128979
1317	0.02851819697
1318	0.02851095885
1319	0.02847722167
1320	0.02845914177
1321	0.02842023743
1322	0.02838842862
1323	0.02836380065
1324	0.02834384743
1325	0.02831306241
1326	0.02827847103
1327	0.02825685932
1328	0.02822401991
1329	0.02819533955
1330	0.02818708479
1331	0.02816326695
1332	0.02814927645
1333	0.02812650352
1334	0.02811430651
1335	0.02810029778
1336	0.02807321335
1337	0.02805559477
1338	0.02800898297
1339	0.02798497811
1340	0.02796817666
1341	0.02794425828
1342	0.02792593149
1343	0.02790442258
1344	0.02787610754
1345	0.02784562306
1346	0.02782337205
1347	0.02777339377
1348	0.02774652419
1349	0.02772161591
1350	0.02770426082
1351	0.02767227355
1352	0.02764475801
1353	0.02761670863
1354	0.02758196641
1355	0.02755757705
1356	0.02752985347
1357	0.02751219559
1358	0.0274848596
1359	0.02745672302
1360	0.0274302393
1361	0.02740288052
1362	0.0273922706
1363	0.02738220538
1364	0.0273583234
1365	0.027330877
1366	0.02730746492
1367	0.02729451132
1368	0.02726143786
1369	0.02723705964
1370	0.0272125237
1371	0.02719626133
1372	0.02716886887
1373	0.02713595519
1374	0.02711594563
1375	0.02708895708
1376	0.02706523015
1377	0.02703909809
1378	0.02701009548
1379	0.02698227041
1380	0.02694574911
1381	0.02692073842
1382	0.026912721
1383	0.02687891749
1384	0.02685276861
1385	0.0268383079
1386	0.02681949615
1387	0.02678485201
1388	0.02675240244
1389	0.02674011532
1390	0.02672201394
1391	0.02670613691
1392	0.02668486606
1393	0.02665991904
1394	0.02663612642
1395	0.02662088167
1396	0.02659052521
1397	0.02656518663
1398	0.02654696396
1399	0.02652801975
1400	0.02651156747
1401	0.0265009806
1402	0.02648801685
1403	0.02647039741
1404	0.02643801089
1405	0.0261404	0.021406	0.02640656974
1407	0.02638501511
1408	0.021407	0.021409	0.0261408	0.021410	0.021409	0.02527064489
1410	0.02525767098
1411	0.02524055338
1412	0.02521390364
1413	0.02519990515
1414	0.02517249496
1415	0.02514674407
1416	0.02511854016
1417	0.02510582166
1418	0.02509076795
1419	0.02506111084
1420	0.0250364171
1421	0.02500377642
1422	0.0249888978
1423	0.0249676301
1424	0.02495359375
1425	0.02493079505
1426	0.02490725997
1427	0.02488617497
1428	0.02486584914
1429	0.02484469845
1430	0.02482957783
1431	0.02481588232
1432	0.02478941908
1433	0.0247739808
1434	0.0247591525
1435	0.0247398663
1436	0.02471976219
1437	0.02469929427
1438	0.02467984411
1439	0.0246635451
1440	0.0246431483
1441	0.02461850189
1442	0.02458252772
1443	0.02455882521
1444	0.02453696525
1445	0.02451193543
1446	0.02449047608
1447	0.02444659424
1448	0.02442547395
1449	0.02440792194
1450	0.02438076345
1451	0.02435589122
1452	0.02432369892
1453	0.02430151992
1454	0.02427882344
1455	0.02425668776
1456	0.0242426354
1457	0.02423316298
1458	0.02422130973
1459	0.02418545165
1460	0.02416581147
1461	0.02414834016
1462	0.02411679745
1463	0.02409753997
1464	0.02406568968
1465	0.02405694439
1466	0.02403997907
1467	0.02401730056
1468	0.02399053144
1469	0.02396555979
1470	0.02394342808
1471	0.02391142041
1472	0.02388821919
1473	0.02385678472
1474	0.02383864744
1475	0.02382450691
1476	0.02380406074
1477	0.02377300321
1478	0.02375438083
1479	0.02372583825
1480	0.02370773515
1481	0.02368681069
1482	0.02366272192
1483	0.02365247128
1484	0.02363234439
1485	0.02361471671
1486	0.0235835437
1487	0.02356482666
1488	0.023542032
1489	0.02353105856
1490	0.02349409351
1491	0.02348112788
1492	0.02346295463
1493	0.02343752094
1494	0.02342458327
1495	0.02340839231
1496	0.02338570563
1497	0.02336888785
1498	0.02334495332
