iter	RMSE
1499	0.02331155042
1500	0.02329056445
1501	0.0232763239
1502	0.02326232124
1503	0.02324127642
1504	0.02321576344
1505	0.02319432073
1506	0.02317609331
1507	0.02315716969
1508	0.02314192827
1509	0.02312165938
1510	0.02310284277
1511	0.0230882937
1512	0.02306826725
1513	0.02305358631
1514	0.02303669366
1515	0.02302759856
1516	0.02299290662
1517	0.02297348037
1518	0.02294261983
1519	0.02291990675
1520	0.02290657573
1521	0.02288693396
1522	0.02287208749
1523	0.0228552915
1524	0.02284369827
1525	0.02281886005
1526	0.02278172178
1527	0.02275477781
1528	0.02273883371
1529	0.02270825795
1530	0.02269208087
1531	0.02268415255
1532	0.02266571951
1533	0.02265311867
1534	0.02263739555
1535	0.0226188127
1536	0.02260306477
1537	0.02258146363
1538	0.02256660936
1539	0.02255154813
1540	0.0225373365
1541	0.02252057151
1542	0.02250254312
1543	0.02249043865
1544	0.02247027423
1545	0.02245872204
1546	0.02242629599
1547	0.02241978513
1548	0.02240420885
1549	0.022391551	0.1550	0.022371552	0.1551	0.022351553	0.1552	0.022341554	0.02334701428
1555	0.1554	0.022291556	0.0232964083
1557	0.02328544845
1558	0.02326549137
1559	0.02325118337
1560	0.0232360764
1561	0.02321562335
1562	0.02319310999
1563	0.02317583062
1564	0.02315974961
1565	0.02314223458
1566	0.02311657117
1567	0.02309785076
1568	0.02307559906
1569	0.023054739
1570	0.02303315219
1571	0.02301616461
1572	0.02299700372
1573	0.02297671586
1574	0.02296109119
1575	0.02294904869
1576	0.02293522563
1577	0.02291219158
1578	0.02287529918
1579	0.02285176103
1580	0.02282001033
1581	0.02280478529
1582	0.02277503903
1583	0.02275746722
1584	0.02272845686
1585	0.02270998499
1586	0.02269345736
1587	0.02266646083
1588	0.02265178764
1589	0.02263901139
1590	0.02261213931
1591	0.02259959207
1592	0.02258533631
1593	0.02257109262
1594	0.02255670527
1595	0.02253463532
1596	0.02250990172
1597	0.02248796402
1598	0.02247055643
1599	0.02245598027
1600	0.02243339989
1601	0.02241274169
1602	0.02239477195
1603	0.0223778937
1604	0.02235617701
1605	0.02234231867
1606	0.02231104702
1607	0.02228514516
1608	0.02227532919
1609	0.0222524794
1610	0.0222331156
1611	0.02221183234
1612	0.02220028385
1613	0.02216764495
1614	0.0221460495
1615	0.02212954174
1616	0.02210247432
1617	0.02208066332
1618	0.02205647986
1619	0.02203309934
1620	0.02201503554
1621	0.02199940305
1622	0.0219732693
1623	0.02195607063
1624	0.02193209284
1625	0.02190468453
1626	0.02189564804
1627	0.02187602523
1628	0.02184326654
1629	0.02183178266
1630	0.02181330945
1631	0.02179824778
1632	0.02178587948
1633	0.02175781823
1634	0.02174382592
1635	0.02172375562
1636	0.02171550457
1637	0.02170859666
1638	0.02168779962
1639	0.02167688357
1640	0.02166050304
1641	0.02163799276
1642	0.02162356888
1643	0.02160212992
1644	0.02158653845
1645	0.02156879122
1646	0.02154665275
1647	0.02152992463
1648	0.02151486035
1649	0.02150391947
1650	0.02148864619
1651	0.02148156427
1652	0.02146195712
1653	0.02144094539
1654	0.02142808129
1655	0.02140852921
1656	0.02139177896
1657	0.02137922193
1658	0.02135912056
1659	0.02133258452
1660	0.02131859787
1661	0.02130115539
1662	0.02128163806
1663	0.02125554057
1664	0.02122692142
1665	0.02119659672
1666	0.02118464148
1667	0.02116528833
1668	0.02114699308
1669	0.0211290489
1670	0.0211129242
1671	0.02109104841
1672	0.02106966213
1673	0.02104751783
1674	0.02103398158
1675	0.02102161174
1676	0.02098917332
1677	0.02097680863
1678	0.02096238241
1679	0.02094709857
1680	0.02093205184
1681	0.02091465286
1682	0.02090612398
1683	0.02088023147
1684	0.02086646058
1685	0.02085039477
1686	0.02082764793
1687	0.02080668872
1688	0.02079693305
1689	0.02078555911
1690	0.0207689983
1691	0.02075404741
1692	0.02073697248
1693	0.02072114079
1694	0.02071136683
1695	0.02069032671
1696	0.0206754616
1697	0.02066156351
1698	0.02064171479
1699	0.02062792301
1700	0.02060349603
1701	0.0205924122
1702	0.02057822464
1703	0.02056920315
1704	0.02055807493
1705	0.02054692376
1706	0.02054028677
1707	0.02052034317
1708	0.02049530893
1709	0.02047579153
1710	0.02046190578
1711	0.02044242337
1712	0.02043262603
1713	0.02041092307
1714	0.02039658771
1715	0.02037709142
1716	0.02036229475
1717	0.02034849915
1718	0.02033610278
1719	0.02031941712
1720	0.02029218649
1721	0.02027202183
1722	0.02026573147
1723	0.02024559549
1724	0.02023152768
1725	0.02022134182
1726	0.02020164297
1727	0.02018167621
1728	0.02016335654
1729	0.02014923205
1730	0.02012727177
1731	0.02011509664
1732	0.02009269636
1733	0.02008068149
1734	0.02006325522
1735	0.02004532682
1736	0.0200298091
1737	0.02002226424
1738	0.01999896486
1739	0.01997944612
1740	0.01996276426
1741	0.01994994331
1742	0.01993343835
1743	0.01992168865
1744	0.01990537986
1745	0.01988970652
1746	0.01986393534
1747	0.01984250639
1748	0.01982941706
1749	0.01981183462
1750	0.01980111946
1751	0.01977828015
1752	0.01975469374
1753	0.01974057616
1754	0.01971564518
1755	0.01970563701
1756	0.01968985407
1757	0.01967939201
1758	0.01967025058
1759	0.01965609257
1760	0.01964631945
1761	0.01963066744
1762	0.01961441164
1763	0.01960220823
1764	0.01958756216
1765	0.01957422391
1766	0.01956048712
1767	0.01954341548
1768	0.0195202698
1769	0.01950534246
1770	0.01948382301
1771	0.01945994831
1772	0.01944097783
1773	0.01941911332
1774	0.01940219134
1775	0.01938796818
1776	0.01936548287
1777	0.01934125019
1778	0.01932342938
1779	0.01931146003
1780	0.01929564689
1781	0.01927790664
1782	0.01927251701
1783	0.01925621652
1784	0.01924484442
1785	0.01922914008
1786	0.01921730697
1787	0.01919959772
1788	0.01918979368
1789	0.01917995922
1790	0.01915610885
1791	0.0191422187
1792	0.01912119713
1793	0.01910125704
1794	0.01908783489
1795	0.01906267667
1796	0.0190522454
1797	0.01903026172
1798	0.01902243328
1799	0.01900969484
1800	0.01900509984
1801	0.01899353955
1802	0.01897854193
1803	0.01896559324
1804	0.01895369555
1805	0.01894311712
1806	0.01893304736
1807	0.01891658965
1808	0.01890687667
1809	0.01890008108
1810	0.01887222428
1811	0.01885789114
1812	0.01885301673
1813	0.01883580435
1814	0.01881205484
1815	0.01879280777
1816	0.01877238877
1817	0.01875430176
1818	0.0187383159
1819	0.01872135042
1820	0.01871164492
1821	0.01869728896
1822	0.01868303248
1823	0.0186705943
1824	0.01865930458
1825	0.01864779266
1826	0.01864253425
1827	0.01863000468
1828	0.01860614882
1829	0.01858986579
1830	0.01858030258
1831	0.01856152968
1832	0.01854473136
1833	0.01852374616
1834	0.01851103428
1835	0.01849292152
1836	0.01847805504
1837	0.01846278461
1838	0.01845920365
1839	0.01844786721
1840	0.01843474629
1841	0.01843103335
1842	0.01841279142
1843	0.01839409058
1844	0.01837761142
1845	0.01836790304
1846	0.01835525837
1847	0.0183433127
1848	0.0183272025
1849	0.01831493352
1850	0.01829825244
1851	0.01828430868
1852	0.01827499642
1853	0.01825896934
1854	0.01824613911
1855	0.01823599267
1856	0.01822109173
1857	0.01819648171
1858	0.01818616673
1859	0.01816509169
1860	0.01816075383
01734473111
829234
